เชียงใหม่,33631,0.44,28176,1193.60
แม่ฮ่องสอน,20703,0.27,18751,1104.10
พะเยา,5124,0.07,6709,763.75
ลำปาง,4831,0.06,5915,816.74
ลำพูน,4552,0.06,4565,997.15
ตาก,2619,0.03,3421,765.57
เชียงราย,2335,0.03,2646,882.46
เพชรบูรณ์,1360,0.02,1440,944.44
น่าน,533,0.01,911,585.07
ศรีสะเกษ,346,0.00,557,621.18
แพร่,199,0.00,374,532.09
ชัยภูมิ,138,0.00,172,802.33
นครพนม,56,0.00,90,622.22
อุตรดิตถ์,50,0.00,67,746.27
นครราชสีมา,34,0.00,45,755.56
